"CountryRegionName","Education","Occupation","Gender","MaritalStatus","HomeOwnerFlag","NumberCarsOwned","NumberChildrenAtHome","TotalChildren","YearlyIncome","Age"
"United Kingdom","Graduate Degree","Management","F","M","1",2,1,2,111852,42
"United Kingdom","Graduate Degree","Professional","M","M","1",3,1,2,136728,42
"France","Bachelors","Skilled Manual","M","M","1",1,1,2,56621,43
"Germany","Bachelors","Manual","M","M","1",1,0,1,30283,43
"France","Bachelors","Management","M","M","1",3,0,1,109095,43
"France","Bachelors","Skilled Manual","F","M","1",1,2,2,58707,44
"United Kingdom","Graduate Degree","Management","F","M","1",0,2,2,104553,43
"Germany","Graduate Degree","Professional","F","M","1",2,0,2,130169,44
"United Kingdom","Graduate Degree","Management","M","M","1",3,1,2,108650,69
"Germany","Graduate Degree","Skilled Manual","F","M","1",1,1,1,53833,46
"Germany","Bachelors","Management","F","M","1",2,1,2,104537,47
"United Kingdom","Partial College","Clerical","F","M","1",2,1,2,76500,47
"Germany","Bachelors","Skilled Manual","F","M","1",0,1,2,58745,47
"Germany","Partial College","Clerical","F","M","1",1,0,2,79146,48
"Germany","Partial College","Management","M","M","1",3,1,1,102323,49
"Germany","Partial College","Manual","F","S","0",1,0,0,31545,49
"Germany","Partial College","Skilled Manual","M","S","1",0,0,0,51517,49
"United Kingdom","Partial College","Clerical","M","M","1",3,0,2,84772,49
"France","Partial College","Clerical","M","M","1",2,1,2,79367,50
"United Kingdom","Graduate Degree","Professional","F","M","1",2,1,2,127290,66
"Germany","Partial College","Skilled Manual","F","M","1",2,0,2,59599,63
"Germany","Partial College","Skilled Manual","F","M","1",0,2,2,53464,63
"Germany","Bachelors","Management","F","M","1",0,0,2,110046,63
"United Kingdom","Bachelors","Management","M","M","1",3,1,2,108474,62
"Australia","Partial College","Skilled Manual","M","S","0",1,0,0,58963,24
"Australia","Partial College","Clerical","F","S","0",2,0,0,78507,25
"Australia","Partial College","Management","M","S","0",2,0,0,108110,26
"Australia","Partial College","Management","F","S","0",2,0,0,103138,24
"Australia","Bachelors","Skilled Manual","F","M","0",2,0,0,56374,24
"Australia","Partial College","Clerical","M","S","0",0,0,0,79929,26
"Australia","High School","Clerical","M","M","0",1,0,0,78545,25
"Australia","Bachelors","Skilled Manual","F","S","0",1,0,0,54550,25
"Australia","High School","Skilled Manual","M","S","0",2,0,0,55655,26
"Australia","Bachelors","Clerical","M","M","0",0,0,0,77751,26
"Australia","High School","Skilled Manual","F","S","0",2,0,0,54386,27
"Australia","Partial College","Management","M","M","1",2,0,0,105004,27
"Australia","Partial College","Skilled Manual","M","M","0",0,0,0,60789,27
"Australia","Partial College","Skilled Manual","F","S","0",1,0,0,53629,28
"France","Partial College","Clerical","M","S","1",3,0,1,81957,61
"France","Partial College","Management","F","S","1",2,0,0,108866,43
"France","Partial College","Clerical","F","M","1",3,1,2,85061,43
"Germany","Graduate Degree","Professional","M","M","1",2,2,2,130313,43
"Germany","Graduate Degree","Professional","F","M","1",3,0,2,131341,43
"United Kingdom","Graduate Degree","Clerical","F","M","1",2,0,1,82483,43
"United Kingdom","Graduate Degree","Skilled Manual","F","M","1",1,1,2,52707,43
"France","High School","Skilled Manual","F","M","1",1,0,2,54518,44
"United Kingdom","Partial College","Skilled Manual","F","M","1",1,0,2,52616,44
"United Kingdom","Partial College","Clerical","M","S","1",2,0,0,76797,44
"United Kingdom","Partial College","Management","M","S","1",2,0,0,113004,45
"France","High School","Skilled Manual","M","S","0",1,0,0,57595,45
"Germany","Partial College","Skilled Manual","F","M","1",1,1,2,60677,45
"France","Partial College","Clerical","M","S","1",1,0,0,85318,46
"Germany","Graduate Degree","Professional","M","M","1",3,1,2,135778,46
"France","Graduate Degree","Skilled Manual","M","M","1",1,0,2,59040,44
"Germany","Graduate Degree","Clerical","F","S","1",1,0,0,87273,44
"United Kingdom","Bachelors","Manual","M","M","1",1,1,1,28759,45
"United Kingdom","Graduate Degree","Professional","M","M","1",2,0,2,132821,45
"Germany","Bachelors","Clerical","M","M","1",1,1,1,80964,46
"France","High School","Manual","M","S","0",1,0,0,35014,34
"Germany","Partial College","Clerical","F","S","0",0,0,0,84137,34
"Germany","Bachelors","Manual","F","M","0",0,0,2,25605,34
"United Kingdom","High School","Skilled Manual","F","S","0",1,0,0,51970,35
"Germany","High School","Manual","F","S","0",1,0,0,27359,36
"France","Bachelors","Skilled Manual","M","M","0",2,0,1,56306,34
"France","Bachelors","Professional","F","M","1",3,0,0,127338,34
"United Kingdom","Graduate Degree","Professional","F","M","1",2,1,2,137275,34
"United Kingdom","Graduate Degree","Skilled Manual","M","S","0",1,0,0,57321,35
"United Kingdom","Partial College","Skilled Manual","M","S","0",1,0,0,52721,35
"United Kingdom","Bachelors","Skilled Manual","F","M","0",1,0,1,55468,35
"France","Bachelors","Manual","F","S","0",1,0,0,32465,35
"United Kingdom","Partial College","Manual","M","S","1",1,0,0,26983,53
"United Kingdom","High School","Clerical","F","M","1",1,0,1,81826,36
"United Kingdom","High School","Skilled Manual","M","S","0",1,0,0,60490,36
"France","High School","Skilled Manual","F","S","0",1,0,0,59378,36
"Germany","Partial College","Skilled Manual","M","S","1",1,0,1,52135,60
"United Kingdom","Bachelors","Management","F","M","1",2,0,2,111217,60
"United Kingdom","Bachelors","Management","M","M","1",0,1,2,113215,60
"France","Partial High School","Skilled Manual","M","S","1",1,0,1,58138,59
"France","High School","Skilled Manual","M","M","1",0,0,2,59864,60
"Germany","Partial College","Skilled Manual","F","S","1",0,1,1,54299,60
"Germany","Partial College","Manual","F","S","1",0,1,1,32377,59
"United Kingdom","Graduate Degree","Skilled Manual","M","M","1",1,0,2,57092,59
"France","Partial College","Clerical","F","S","1",0,1,1,87404,58
"France","Bachelors","Skilled Manual","F","S","1",2,1,1,52996,58
"Germany","Bachelors","Management","M","M","1",3,0,2,104187,58
"United Kingdom","Partial College","Skilled Manual","F","M","1",1,3,3,60696,58
"United Kingdom","Partial College","Management","M","S","1",2,0,1,113270,58
"Germany","Partial College","Clerical","M","M","1",3,0,2,87483,51
"France","High School","Skilled Manual","M","M","1",2,2,2,54712,50
"France","High School","Skilled Manual","F","M","1",0,0,1,59763,50
"United Kingdom","Partial College","Manual","M","S","0",1,0,0,28998,50
"United Kingdom","High School","Skilled Manual","F","S","1",2,0,0,54595,50
"United Kingdom","High School","Clerical","M","S","1",0,0,0,82410,50
"France","Bachelors","Clerical","M","M","1",3,1,1,87407,51
"France","Bachelors","Skilled Manual","M","S","1",1,0,0,59821,51
"Germany","Bachelors","Skilled Manual","F","M","1",1,1,1,55686,51
"United Kingdom","Partial College","Clerical","F","M","1",0,1,2,76874,51
"United Kingdom","Partial College","Clerical","M","M","1",2,0,2,81517,51
"United Kingdom","Bachelors","Manual","M","M","1",1,1,2,35177,51
"United Kingdom","Bachelors","Management","F","M","1",2,1,2,112269,51
"Germany","High School","Manual","F","M","1",1,2,2,33882,52
"United Kingdom","Partial College","Skilled Manual","F","S","1",1,0,0,59029,52
"France","Partial High School","Manual","F","M","1",0,2,2,28576,54
"France","High School","Manual","F","M","1",1,1,2,31850,53
"France","High School","Skilled Manual","M","M","1",1,1,2,57100,54
"Germany","High School","Manual","M","S","1",0,0,0,35980,53
"United Kingdom","High School","Manual","F","M","1",1,2,2,30183,53
"United Kingdom","Partial College","Management","M","S","1",2,0,0,107670,54
"Germany","Partial College","Manual","M","S","1",0,0,0,32846,55
"United Kingdom","High School","Skilled Manual","M","S","1",1,0,0,57061,54
"United Kingdom","Partial College","Skilled Manual","F","S","1",1,0,0,55844,54
"Germany","Partial College","Clerical","M","M","1",3,0,2,80538,55
"France","Partial High School","Manual","F","S","1",1,0,0,32276,56
"France","High School","Skilled Manual","M","M","1",1,1,2,62037,56
"France","High School","Manual","M","M","1",0,0,2,29339,56
"United Kingdom","High School","Skilled Manual","M","M","1",0,1,2,60814,56
"United Kingdom","High School","Clerical","M","S","1",3,0,0,85289,57
"United Kingdom","Graduate Degree","Professional","M","S","1",3,0,1,128868,57
"Australia","Bachelors","Professional","M","S","0",2,0,0,129603,29
"Australia","Bachelors","Skilled Manual","F","S","0",1,0,0,53056,28
"Australia","Bachelors","Manual","M","S","0",0,0,0,27626,28
"Australia","Bachelors","Clerical","F","S","0",2,0,0,80373,28
"Australia","Bachelors","Manual","F","M","0",0,0,0,33670,28
"Australia","Bachelors","Skilled Manual","F","M","0",0,0,0,51771,29
"Australia","Bachelors","Management","F","M","1",2,0,0,109897,30
"Australia","Bachelors","Clerical","F","S","0",3,0,0,82741,29
"Australia","Bachelors","Professional","F","S","0",0,0,0,128071,29
"Australia","Bachelors","Professional","M","S","0",2,0,0,136001,29
"Australia","Bachelors","Clerical","F","M","0",1,0,0,86746,30
"Australia","Bachelors","Skilled Manual","M","M","0",0,0,0,60538,30
"Australia","Bachelors","Clerical","F","S","0",1,0,0,76634,30
"Australia","Bachelors","Manual","M","M","0",0,0,0,29151,31
"Australia","High School","Clerical","F","M","0",2,0,0,77320,31
"Australia","High School","Skilled Manual","M","M","0",0,0,0,59811,31
"Australia","Partial College","Skilled Manual","M","M","0",1,0,0,61952,31
"Australia","Partial College","Management","M","M","1",2,0,0,103002,31
"Australia","Partial High School","Manual","F","S","0",1,0,0,35921,31
"Australia","Bachelors","Skilled Manual","F","S","0",1,0,0,51703,33
"Australia","High School","Skilled Manual","F","S","0",1,0,0,54020,33
"Australia","Partial High School","Manual","F","M","0",1,1,1,32536,34
"Australia","Graduate Degree","Management","F","M","1",1,1,2,102032,35
"Australia","Partial College","Clerical","M","S","0",0,0,0,84173,33
"Australia","Partial High School","Manual","F","M","0",0,0,1,30323,33
"United States","Bachelors","Clerical","M","S","1",1,0,1,87805,63
"Canada","Graduate Degree","Professional","F","M","1",2,1,2,131209,63
"United States","Bachelors","Skilled Manual","F","M","1",1,0,2,57504,63
"United States","Bachelors","Clerical","M","M","1",2,1,2,80359,63
"United States","Bachelors","Clerical","F","M","1",2,1,2,79443,62
"United Kingdom","Partial High School","Skilled Manual","F","S","0",0,0,0,56936,31
"France","Partial High School","Skilled Manual","M","S","0",2,0,0,61558,31
"Australia","Bachelors","Management","M","S","1",1,0,0,108304,41
"Australia","Bachelors","Clerical","M","M","1",2,0,1,83899,41
"Australia","Bachelors","Skilled Manual","F","S","0",1,0,0,51719,42
"Australia","Bachelors","Professional","M","S","1",0,0,0,129703,41
"France","Partial College","Manual","M","S","0",0,0,0,26635,30
"France","Partial High School","Skilled Manual","F","S","0",1,0,0,56886,24
"France","Partial High School","Skilled Manual","M","S","0",1,0,0,54746,24
"United Kingdom","Partial High School","Manual","F","S","0",1,0,0,29514,24
"Germany","Partial High School","Manual","M","S","0",0,0,0,26366,24
"Germany","Partial College","Clerical","F","S","0",0,0,0,86556,25
"Germany","Partial College","Clerical","F","S","0",2,0,0,76405,26
"United Kingdom","High School","Clerical","M","S","0",2,0,0,84986,30
"United Kingdom","Bachelors","Clerical","M","M","0",2,0,0,86425,31
"United Kingdom","Partial High School","Manual","F","S","0",1,0,0,34019,32
"France","High School","Skilled Manual","M","S","0",0,0,0,59348,31
"Germany","Bachelors","Skilled Manual","F","M","0",1,0,0,58982,31
"United Kingdom","Bachelors","Clerical","F","M","0",3,0,0,83953,31
"Germany","Partial High School","Manual","F","S","0",1,0,0,28540,32
"France","High School","Skilled Manual","F","S","0",1,0,0,55477,32
"Germany","High School","Clerical","F","S","0",0,0,0,82665,32
"France","High School","Skilled Manual","M","S","0",2,0,0,59598,32
"Germany","Partial College","Clerical","F","S","0",2,0,0,85155,32
"United Kingdom","Partial College","Clerical","F","S","0",0,0,0,85369,32
"United Kingdom","Partial High School","Skilled Manual","F","S","0",1,0,0,56553,33
"France","Partial High School","Manual","F","S","0",1,0,0,28883,33
"United Kingdom","Partial High School","Skilled Manual","F","S","0",0,0,0,56674,33
"France","High School","Manual","M","S","0",1,0,0,28016,33
"Germany","High School","Manual","F","S","0",1,0,0,35523,33
"Germany","Partial College","Clerical","M","S","0",0,0,0,78639,34
"France","Partial College","Skilled Manual","F","S","0",1,0,0,60852,33
"Germany","Partial College","Skilled Manual","M","S","0",1,0,0,54508,33
"Germany","Partial College","Clerical","M","S","0",2,0,0,85567,33
"Germany","Partial College","Skilled Manual","F","S","0",1,0,0,54196,33
"United Kingdom","Partial College","Clerical","M","S","0",3,0,0,79702,33
"United Kingdom","Partial College","Clerical","M","S","0",2,0,0,78657,33
"United Kingdom","Partial College","Management","F","S","0",2,0,0,107283,33
"United Kingdom","Partial College","Skilled Manual","M","S","0",1,0,0,53019,34
"Germany","Graduate Degree","Management","M","S","0",3,0,0,105712,35
"Germany","Graduate Degree","Clerical","M","S","0",2,0,0,81743,34
"Germany","Graduate Degree","Clerical","M","S","0",0,0,0,81060,35
"United States","Partial College","Clerical","F","S","0",3,0,0,87155,29
"United States","Partial College","Clerical","F","S","0",0,0,0,82572,29
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,58744,29
"United States","Graduate Degree","Clerical","F","M","1",1,3,3,81901,74
"United States","Graduate Degree","Professional","M","S","1",2,0,0,129164,38
"United States","Graduate Degree","Management","M","S","1",4,0,0,111051,38
"United States","Graduate Degree","Management","F","S","1",1,0,0,110458,38
"United States","Graduate Degree","Professional","F","S","1",0,0,0,129262,38
"United States","Graduate Degree","Manual","F","S","0",1,0,0,29677,38
"United States","High School","Skilled Manual","M","S","1",1,0,0,53370,51
"United States","Bachelors","Skilled Manual","F","M","1",2,1,2,53231,51
"United States","Bachelors","Skilled Manual","M","M","1",1,0,1,52942,51
"United States","Bachelors","Clerical","M","M","1",0,2,2,85400,51
"United States","Bachelors","Manual","F","M","1",0,1,2,33745,51
"United States","Partial High School","Skilled Manual","F","S","1",1,0,0,50910,50
"United States","High School","Skilled Manual","F","M","1",2,0,2,51468,50
"United States","High School","Clerical","M","M","1",0,0,2,78694,50
"United States","Partial College","Management","M","M","1",0,0,2,111517,50
"United States","Partial College","Management","F","M","1",3,1,1,110473,51
"United States","Partial College","Clerical","M","M","1",1,0,2,77640,50
"United States","Partial College","Skilled Manual","M","M","1",1,2,2,56314,49
"Canada","Partial College","Skilled Manual","F","M","1",2,2,2,58925,49
"Canada","Partial College","Manual","M","M","1",1,1,2,32356,49
